Date,Product,City,Quantity,Price per Unit ($),Total Price ($),Payment Method,Discount ($),Final Price ($)
2023-03-13,Headphones,Los Angeles,15,886.32,13294.8,Credit Card,3655.49,9639.31
2023-02-24,Monitor,Chicago,12,1948.02,23376.24,Online Payment,5404.99,17971.25
2023-06-10,Laptop,Chicago,11,1863.29,20496.19,Online Payment,5420.56,15075.63
2023-11-21,Keyboard,New York,10,881.16,8811.6,Bank Transfer,1422.7,7388.9
2023-05-03,Monitor,Phoenix,12,559.83,6717.96,Bank Transfer,1411.9,5306.06
2023-07-25,Laptop,Houston,7,500.81,3505.67,Cash,100.77,3404.9
2023-11-30,Monitor,Los Angeles,6,511.71,3070.26,Online Payment,903.14,2167.12
2023-08-12,Headphones,Phoenix,15,1562.28,23434.2,Bank Transfer,2098.23,21335.97
2023-06-28,Laptop,Phoenix,6,332.79,1996.74,Credit Card,207.55,1789.19
2023-04-19,Keyboard,New York,18,1227.23,22090.14,Credit Card,1060.74,21029.4
2023-08-03,Tablet,Chicago,19,1038.48,19731.12,Bank Transfer,70.5,19660.62
2023-04-13,Tablet,Los Angeles,10,843.67,8436.7,Online Payment,121.39,8315.31
2023-01-09,Smartphone,Phoenix,14,1903.07,26642.98,Online Payment,7906.24,18736.74
2023-06-11,Smartphone,Chicago,15,985.52,14782.8,Bank Transfer,2011.48,12771.32
2023-08-01,Monitor,Chicago,7,469.46,3286.22,Credit Card,208.04,3078.18
2023-08-24,Headphones,Phoenix,17,1416.66,24083.22,Cash,5555.0,18528.22
2023-08-26,Mouse,Houston,5,1761.61,8808.05,Online Payment,744.2,8063.85
2023-10-28,Monitor,New York,12,712.29,8547.48,Bank Transfer,2121.03,6426.45
2023-05-25,Smartphone,Houston,12,1010.97,12131.64,Bank Transfer,733.68,11397.96
2023-01-08,Headphones,Phoenix,19,451.14,8571.66,Cash,629.18,7942.48
2023-12-08,Laptop,Phoenix,12,653.74,7844.88,Credit Card,456.44,7388.44
2023-04-24,Laptop,Houston,14,1837.18,25720.52,Bank Transfer,3041.37,22679.15
2023-02-15,Mouse,Phoenix,4,914.76,3659.04,Online Payment,903.03,2756.01
2023-07-09,Laptop,Phoenix,7,291.34,2039.38,Online Payment,382.09,1657.29
2023-09-02,Headphones,Phoenix,7,1104.64,7732.48,Cash,479.74,7252.74
2023-03-13,Mouse,New York,8,1159.88,9279.04,Bank Transfer,1217.96,8061.08
2023-12-16,Headphones,Chicago,11,526.39,5790.29,Bank Transfer,453.17,5337.12
2023-12-15,Laptop,New York,11,1820.44,20024.84,Bank Transfer,1175.69,18849.15
2023-06-27,Laptop,Los Angeles,7,1594.69,11162.83,Cash,2399.14,8763.69
2023-07-27,Keyboard,New York,10,1375.71,13757.1,Bank Transfer,1200.52,12556.58
2023-11-23,Mouse,Houston,7,1499.67,10497.69,Cash,2947.3,7550.39
2023-10-25,Laptop,Houston,8,594.21,4753.68,Online Payment,170.1,4583.58
2023-05-10,Tablet,Phoenix,8,155.66,1245.28,Cash,194.76,1050.52
2023-09-07,Tablet,Houston,10,1231.64,12316.4,Bank Transfer,361.21,11955.19
2023-09-03,Headphones,Houston,4,1346.73,5386.92,Credit Card,1160.31,4226.61
2023-12-03,Headphones,New York,4,1014.94,4059.76,Credit Card,626.9,3432.86
2024-01-01,Monitor,Chicago,2,749.73,1499.46,Online Payment,317.8,1181.66
2023-04-18,Mouse,Houston,17,664.32,11293.44,Credit Card,2490.24,8803.2
2023-09-01,Smartphone,Phoenix,16,301.94,4831.04,Bank Transfer,1302.3,3528.74
2023-09-20,Smartphone,Los Angeles,11,1528.08,16808.88,Bank Transfer,980.59,15828.29
2023-10-31,Headphones,Los Angeles,11,696.71,7663.81,Bank Transfer,65.84,7597.97
2023-07-21,Laptop,Los Angeles,11,229.67,2526.37,Cash,300.18,2226.19
2023-05-15,Mouse,Houston,19,52.68,1000.92,Cash,49.93,950.99
2023-09-01,Headphones,Houston,5,1405.06,7025.3,Online Payment,679.51,6345.79
2023-02-24,Keyboard,Phoenix,11,404.66,4451.26,Debit Card,535.42,3915.84
2023-03-22,Laptop,Houston,13,953.59,12396.67,Bank Transfer,1930.86,10465.81
2023-07-30,Headphones,Chicago,20,1914.24,38284.8,Credit Card,118.58,38166.22
2023-06-09,Mouse,New York,5,325.58,1627.9,Cash,332.96,1294.94
2023-12-01,Tablet,Los Angeles,12,198.32,2379.84,Debit Card,710.18,1669.66
2023-09-11,Smartphone,Los Angeles,2,1753.02,3506.04,Online Payment,731.67,2774.37
2023-07-26,Smartphone,Phoenix,16,1410.23,22563.68,Credit Card,2678.94,19884.74
2023-06-19,Smartphone,Phoenix,2,826.52,1653.04,Online Payment,160.71,1492.33
2023-06-27,Laptop,New York,1,795.98,795.98,Online Payment,214.21,581.77
2023-12-20,Smartphone,Houston,8,169.48,1355.84,Credit Card,259.58,1096.26
2023-10-29,Laptop,Phoenix,6,77.51,465.06,Debit Card,77.48,387.58
2023-05-02,Laptop,Houston,14,23.45,328.3,Online Payment,97.76,230.54
2023-11-07,Tablet,Los Angeles,8,857.49,6859.92,Bank Transfer,131.2,6728.72
2023-08-11,Smartphone,New York,12,1440.02,17280.24,Bank Transfer,493.13,16787.11
2023-09-20,Tablet,Chicago,5,1699.23,8496.15,Cash,1130.9,7365.25
2023-03-02,Headphones,Houston,2,1028.02,2056.04,Online Payment,416.87,1639.17
2023-08-25,Smartphone,Houston,8,262.21,2097.68,Credit Card,70.39,2027.29
2023-06-23,Mouse,Houston,6,1668.7,10012.2,Online Payment,1559.62,8452.58
2023-07-23,Monitor,Chicago,20,1614.62,32292.4,Debit Card,6925.22,25367.18
2023-12-27,Keyboard,New York,1,880.44,880.44,Online Payment,92.56,787.88
2023-08-26,Keyboard,Chicago,10,146.64,1466.4,Bank Transfer,421.97,1044.43
2023-03-06,Laptop,Los Angeles,12,157.71,1892.52,Credit Card,50.86,1841.66
2023-03-09,Headphones,Houston,15,348.57,5228.55,Bank Transfer,213.79,5014.76
2023-06-18,Monitor,Phoenix,9,1607.77,14469.93,Online Payment,840.72,13629.21
2023-02-16,Laptop,Phoenix,20,778.24,15564.8,Credit Card,3358.62,12206.18
2023-08-03,Smartphone,New York,1,242.3,242.3,Debit Card,28.86,213.44
2023-06-30,Tablet,Chicago,14,1918.45,26858.3,Online Payment,7814.12,19044.18
2023-07-01,Monitor,New York,7,1984.85,13893.95,Credit Card,771.45,13122.5
2023-02-09,Monitor,Houston,20,397.73,7954.6,Cash,180.37,7774.23
2023-09-28,Smartphone,New York,7,69.19,484.33,Credit Card,28.99,455.34
2023-11-24,Headphones,Houston,20,1481.65,29633.0,Credit Card,7762.27,21870.73
2023-07-24,Tablet,Houston,18,1216.6,21898.8,Cash,1155.84,20742.96
2023-08-10,Tablet,Houston,20,1053.46,21069.2,Debit Card,4873.31,16195.89
2023-11-18,Tablet,Phoenix,13,78.93,1026.09,Online Payment,251.33,774.76
2023-01-29,Monitor,New York,2,1857.43,3714.86,Bank Transfer,705.45,3009.41
2023-06-11,Laptop,Phoenix,10,837.81,8378.1,Online Payment,1185.85,7192.25
2023-01-15,Tablet,New York,17,254.18,4321.06,Cash,690.94,3630.12
2023-05-29,Mouse,New York,4,492.64,1970.56,Debit Card,584.07,1386.49
2023-07-14,Monitor,New York,15,223.62,3354.3,Cash,782.21,2572.09
2023-04-26,Mouse,Phoenix,15,737.0,11055.0,Credit Card,1484.67,9570.33
2023-10-02,Smartphone,New York,20,197.7,3954.0,Cash,343.24,3610.76
2023-12-17,Monitor,New York,4,1126.97,4507.88,Online Payment,756.62,3751.26
2023-07-19,Tablet,Los Angeles,15,1002.69,15040.35,Cash,3286.23,11754.12
2023-03-05,Headphones,New York,9,1503.92,13535.28,Online Payment,2973.28,10562.0
2023-07-20,Laptop,New York,5,875.1,4375.5,Bank Transfer,59.91,4315.59
2023-10-15,Keyboard,Phoenix,19,942.28,17903.32,Online Payment,5192.77,12710.55
2023-07-13,Tablet,Houston,13,1425.23,18527.99,Cash,1066.36,17461.63
2023-09-19,Mouse,New York,11,1655.96,18215.56,Debit Card,179.12,18036.44
2023-10-06,Keyboard,Houston,14,188.28,2635.92,Bank Transfer,163.29,2472.63
2023-07-08,Smartphone,Chicago,17,1374.28,23362.76,Cash,5364.97,17997.79
2023-12-06,Smartphone,Houston,15,1344.22,20163.3,Credit Card,1601.03,18562.27
2023-09-23,Smartphone,Phoenix,7,1362.43,9537.01,Cash,2216.11,7320.9
2023-10-15,Tablet,New York,10,1171.82,11718.2,Credit Card,2416.8,9301.4
2023-04-02,Mouse,Los Angeles,20,1680.17,33603.4,Online Payment,7017.25,26586.15
2023-01-15,Laptop,New York,8,1501.32,12010.56,Online Payment,1448.19,10562.37
2023-02-03,Headphones,New York,1,1284.44,1284.44,Credit Card,123.03,1161.41
2023-05-21,Headphones,Los Angeles,5,1428.26,7141.3,Cash,1854.37,5286.93
2023-01-19,Keyboard,Phoenix,12,479.18,5750.16,Debit Card,1281.26,4468.9
2023-10-18,Keyboard,Chicago,18,1110.55,19989.9,Debit Card,5692.09,14297.81
2023-08-12,Mouse,Los Angeles,6,426.16,2556.96,Debit Card,253.05,2303.91
2023-12-29,Laptop,Chicago,7,1717.93,12025.51,Credit Card,1356.11,10669.4
2023-10-30,Smartphone,Phoenix,6,1288.69,7732.14,Cash,323.05,7409.09
2023-07-29,Mouse,Chicago,15,1654.42,24816.3,Bank Transfer,7266.51,17549.79
2023-02-14,Mouse,Los Angeles,4,809.01,3236.04,Debit Card,194.55,3041.49
2023-06-23,Mouse,Chicago,13,1920.78,24970.14,Online Payment,2018.31,22951.83
2023-01-26,Monitor,Houston,2,153.18,306.36,Cash,53.4,252.96
2023-05-24,Keyboard,Houston,3,545.33,1635.99,Credit Card,303.79,1332.2
2023-07-20,Laptop,Houston,17,416.9,7087.3,Bank Transfer,44.79,7042.51
2023-06-11,Tablet,New York,5,735.1,3675.5,Cash,105.24,3570.26
2023-06-12,Tablet,New York,19,1154.07,21927.33,Debit Card,5921.56,16005.77
2023-01-27,Keyboard,Phoenix,18,51.61,928.98,Credit Card,79.48,849.5
2023-11-19,Monitor,Los Angeles,17,1315.4,22361.8,Bank Transfer,4288.37,18073.43
2023-02-21,Keyboard,Houston,10,1413.66,14136.6,Debit Card,2981.11,11155.49
2023-07-12,Laptop,Los Angeles,20,170.1,3402.0,Bank Transfer,838.4,2563.6
2023-07-13,Keyboard,Houston,4,669.57,2678.28,Debit Card,6.99,2671.29
2023-03-15,Laptop,Chicago,1,1574.29,1574.29,Debit Card,323.44,1250.85
2023-06-04,Mouse,Los Angeles,3,1429.6,4288.8,Bank Transfer,471.39,3817.41
2023-06-13,Laptop,New York,1,76.47,76.47,Cash,22.87,53.6
2023-05-09,Headphones,New York,15,78.0,1170.0,Cash,7.33,1162.67
2023-12-21,Keyboard,Houston,14,208.94,2925.16,Online Payment,458.91,2466.25
2023-08-12,Mouse,Chicago,18,1496.62,26939.16,Online Payment,3787.87,23151.29
2023-03-28,Keyboard,Los Angeles,10,316.8,3168.0,Bank Transfer,696.33,2471.67
2023-09-12,Keyboard,Los Angeles,16,1532.47,24519.52,Debit Card,6800.22,17719.3
2023-05-10,Monitor,Houston,15,1217.52,18262.8,Cash,4843.66,13419.14
2023-06-05,Mouse,New York,16,1804.92,28878.72,Debit Card,5430.63,23448.09
2023-01-06,Tablet,Phoenix,12,556.61,6679.32,Online Payment,308.71,6370.61
2023-11-25,Mouse,New York,14,1050.58,14708.12,Bank Transfer,1034.81,13673.31
2023-11-29,Headphones,Phoenix,19,1905.0,36195.0,Bank Transfer,9513.81,26681.19
2023-11-13,Laptop,Chicago,4,1419.97,5679.88,Debit Card,1379.39,4300.49
2023-04-13,Monitor,Chicago,1,1050.48,1050.48,Cash,80.88,969.6
2023-11-10,Laptop,New York,11,1890.35,20793.85,Cash,15.52,20778.33
2023-02-10,Tablet,New York,20,1840.65,36813.0,Debit Card,5048.08,31764.92
2023-12-02,Laptop,New York,6,535.64,3213.84,Bank Transfer,43.31,3170.53
2023-04-20,Smartphone,Houston,5,1291.58,6457.9,Bank Transfer,1307.57,5150.33
2023-08-22,Tablet,Chicago,1,144.91,144.91,Debit Card,26.08,118.83
2023-10-02,Smartphone,Chicago,5,1818.25,9091.25,Debit Card,919.47,8171.78
2023-07-26,Monitor,Houston,19,509.52,9680.88,Cash,317.52,9363.36
2023-09-09,Headphones,Houston,18,725.3,13055.4,Bank Transfer,2206.13,10849.27
2023-10-21,Headphones,New York,14,1376.65,19273.1,Credit Card,1634.76,17638.34
2023-02-24,Mouse,New York,6,633.01,3798.06,Debit Card,1133.09,2664.97
2023-06-16,Headphones,Houston,8,310.03,2480.24,Credit Card,570.51,1909.73
2023-02-16,Tablet,Chicago,16,659.22,10547.52,Cash,1137.36,9410.16
2023-10-20,Laptop,New York,20,630.65,12613.0,Bank Transfer,1340.74,11272.26
2023-08-02,Laptop,Chicago,14,1631.85,22845.9,Bank Transfer,2055.44,20790.46
2023-10-02,Smartphone,Phoenix,14,990.89,13872.46,Bank Transfer,2302.15,11570.31
2023-04-22,Monitor,Houston,9,316.52,2848.68,Debit Card,7.17,2841.51
2023-09-15,Tablet,Chicago,12,475.25,5703.0,Bank Transfer,883.36,4819.64
2023-07-07,Keyboard,Houston,10,196.03,1960.3,Credit Card,171.71,1788.59
2023-08-12,Keyboard,Phoenix,17,349.94,5948.98,Debit Card,1458.61,4490.37
2023-10-07,Smartphone,Houston,13,1772.37,23040.81,Credit Card,4495.9,18544.91
2023-09-05,Monitor,Houston,13,1465.91,19056.83,Credit Card,1027.64,18029.19
2023-04-25,Laptop,Los Angeles,8,1771.01,14168.08,Debit Card,1629.36,12538.72
2023-10-02,Mouse,New York,10,1045.63,10456.3,Bank Transfer,186.17,10270.13
2023-01-09,Tablet,Chicago,3,350.69,1052.07,Bank Transfer,201.72,850.35
2023-08-30,Keyboard,Los Angeles,2,99.12,198.24,Bank Transfer,12.11,186.13
2023-12-19,Headphones,Houston,12,1329.35,15952.2,Debit Card,691.69,15260.51
2023-02-22,Keyboard,Chicago,14,595.63,8338.82,Cash,223.9,8114.92
2023-05-15,Smartphone,Houston,12,686.74,8240.88,Online Payment,1075.02,7165.86
2023-09-23,Mouse,Houston,8,371.92,2975.36,Cash,243.2,2732.16
2023-01-02,Monitor,Los Angeles,8,451.1,3608.8,Online Payment,289.18,3319.62
2023-12-29,Monitor,New York,1,1146.93,1146.93,Debit Card,225.71,921.22
2023-05-10,Laptop,New York,13,390.2,5072.6,Credit Card,76.33,4996.27
2023-06-11,Keyboard,Houston,15,641.65,9624.75,Online Payment,1502.95,8121.8
2023-01-19,Mouse,Chicago,9,1203.47,10831.23,Credit Card,2634.19,8197.04
2023-10-16,Keyboard,Phoenix,12,721.11,8653.32,Cash,2034.9,6618.42
2023-11-05,Headphones,Los Angeles,17,315.52,5363.84,Debit Card,536.01,4827.83
2023-01-25,Laptop,Chicago,13,1237.79,16091.27,Cash,2317.69,13773.58
2023-06-30,Mouse,Phoenix,19,1842.34,35004.46,Credit Card,5163.27,29841.19
2023-12-04,Monitor,Los Angeles,2,290.33,580.66,Debit Card,90.36,490.3
2023-02-27,Headphones,New York,5,779.51,3897.55,Bank Transfer,993.21,2904.34
2023-05-24,Monitor,Chicago,4,657.98,2631.92,Credit Card,306.28,2325.64
2023-09-12,Mouse,Los Angeles,1,1352.08,1352.08,Bank Transfer,233.08,1119.0
2023-11-15,Monitor,Los Angeles,15,1260.86,18912.9,Cash,1695.27,17217.63
2023-03-18,Mouse,Houston,3,1167.32,3501.96,Cash,923.79,2578.17
2023-04-15,Mouse,New York,13,717.81,9331.53,Bank Transfer,1099.82,8231.71
2023-07-07,Monitor,Chicago,11,1008.43,11092.73,Online Payment,1817.42,9275.31
2023-07-22,Tablet,New York,14,258.66,3621.24,Bank Transfer,802.42,2818.82
2023-11-27,Mouse,New York,4,558.27,2233.08,Debit Card,147.84,2085.24
2023-05-01,Keyboard,Phoenix,4,1067.44,4269.76,Online Payment,616.05,3653.71
2023-11-30,Monitor,New York,15,1356.76,20351.4,Debit Card,5998.86,14352.54
2023-11-20,Smartphone,Chicago,20,66.62,1332.4,Bank Transfer,162.64,1169.76
2023-02-24,Mouse,Los Angeles,18,1841.68,33150.24,Bank Transfer,8090.16,25060.08
2023-11-21,Mouse,Los Angeles,10,1744.19,17441.9,Credit Card,420.52,17021.38
2023-12-30,Smartphone,Houston,20,1989.56,39791.2,Credit Card,8380.62,31410.58
2023-11-04,Mouse,Houston,10,933.54,9335.4,Debit Card,381.7,8953.7
2023-01-24,Smartphone,Los Angeles,12,1267.42,15209.04,Online Payment,2410.94,12798.1
2023-02-27,Smartphone,Los Angeles,11,501.83,5520.13,Debit Card,270.53,5249.6
2023-01-18,Mouse,New York,13,1581.43,20558.59,Cash,4609.54,15949.05
2023-12-28,Headphones,Phoenix,18,1485.78,26744.04,Credit Card,959.39,25784.65
2023-10-02,Headphones,New York,2,119.01,238.02,Cash,21.85,216.17
2023-03-14,Keyboard,Phoenix,2,1553.25,3106.5,Bank Transfer,64.88,3041.62
2023-06-21,Tablet,Houston,2,1492.0,2984.0,Online Payment,354.11,2629.89
2024-01-01,Headphones,Los Angeles,5,297.44,1487.2,Credit Card,17.53,1469.67
2023-09-06,Monitor,Los Angeles,10,1672.31,16723.1,Cash,2531.8,14191.3
2023-06-09,Headphones,New York,18,807.05,14526.9,Cash,1640.37,12886.53
2023-03-26,Keyboard,Houston,11,1650.94,18160.34,Bank Transfer,2095.38,16064.96
2023-08-30,Laptop,Los Angeles,16,722.9,11566.4,Bank Transfer,970.67,10595.73
2023-06-14,Smartphone,Chicago,15,482.69,7240.35,Online Payment,1425.46,5814.89
2023-03-02,Headphones,New York,17,247.18,4202.06,Bank Transfer,121.05,4081.01
2023-09-03,Smartphone,Houston,1,1808.26,1808.26,Bank Transfer,97.81,1710.45
2023-07-04,Tablet,New York,20,63.76,1275.2,Online Payment,95.2,1180.0
2023-09-12,Laptop,Phoenix,9,718.84,6469.56,Cash,1362.44,5107.12
2023-03-26,Keyboard,New York,9,625.14,5626.26,Online Payment,354.79,5271.47
2023-09-20,Headphones,Los Angeles,19,429.15,8153.85,Credit Card,710.85,7443.0
2023-10-09,Mouse,Los Angeles,15,1639.52,24592.8,Credit Card,5572.38,19020.42
2023-12-21,Mouse,Los Angeles,17,1292.71,21976.07,Bank Transfer,6504.44,15471.63
2023-05-22,Keyboard,New York,7,182.33,1276.31,Online Payment,73.86,1202.45
2023-01-08,Smartphone,Los Angeles,13,571.06,7423.78,Online Payment,2080.2,5343.58
2023-08-29,Mouse,Houston,2,1488.99,2977.98,Cash,765.64,2212.34
2023-07-06,Headphones,Phoenix,7,1653.99,11577.93,Online Payment,2607.65,8970.28
2023-08-07,Smartphone,New York,6,1812.01,10872.06,Online Payment,2603.81,8268.25
2023-08-21,Keyboard,Los Angeles,18,1515.65,27281.7,Credit Card,7828.71,19452.99
2023-01-29,Mouse,New York,1,1794.33,1794.33,Online Payment,100.89,1693.44
2023-11-09,Laptop,Phoenix,5,1295.93,6479.65,Online Payment,341.71,6137.94
2023-10-07,Headphones,Los Angeles,3,1483.59,4450.77,Bank Transfer,990.39,3460.38
2023-12-14,Mouse,Phoenix,1,937.83,937.83,Debit Card,203.84,733.99
2023-07-17,Keyboard,New York,3,946.01,2838.03,Cash,750.33,2087.7
2023-07-26,Keyboard,New York,4,1313.18,5252.72,Online Payment,1123.43,4129.29
2023-10-29,Smartphone,New York,3,303.48,910.44,Online Payment,190.81,719.63
2023-10-27,Smartphone,Houston,18,332.59,5986.62,Online Payment,1757.38,4229.24
2023-03-31,Smartphone,New York,9,955.15,8596.35,Bank Transfer,1944.91,6651.44
2023-09-24,Smartphone,New York,8,1918.09,15344.72,Debit Card,2573.63,12771.09
2023-03-01,Smartphone,Houston,4,1901.11,7604.44,Cash,1355.11,6249.33
2023-01-13,Keyboard,New York,15,409.95,6149.25,Online Payment,182.25,5967.0
2023-12-01,Tablet,Houston,9,151.84,1366.56,Bank Transfer,259.93,1106.63
2023-06-03,Tablet,Houston,12,930.91,11170.92,Bank Transfer,368.87,10802.05
2023-02-03,Tablet,New York,8,1910.42,15283.36,Online Payment,1884.48,13398.88
2023-03-11,Keyboard,Chicago,16,1270.61,20329.76,Credit Card,50.41,20279.35
2023-12-16,Monitor,New York,3,694.97,2084.91,Bank Transfer,444.94,1639.97
2023-12-24,Headphones,New York,14,1508.23,21115.22,Online Payment,5359.19,15756.03
2023-11-22,Headphones,Los Angeles,7,30.35,212.45,Online Payment,58.06,154.39
2023-02-25,Keyboard,Los Angeles,10,62.55,625.5,Credit Card,140.68,484.82
2023-05-02,Mouse,Houston,8,1236.9,9895.2,Credit Card,490.59,9404.61
2023-05-03,Tablet,Chicago,7,397.85,2784.95,Credit Card,348.89,2436.06
2023-09-26,Monitor,Chicago,9,114.87,1033.83,Cash,102.98,930.85
2023-11-02,Monitor,New York,14,670.25,9383.5,Online Payment,2393.85,6989.65
2023-01-21,Keyboard,Phoenix,8,1745.78,13966.24,Cash,2786.68,11179.56
2023-08-07,Smartphone,New York,7,767.56,5372.92,Online Payment,1001.92,4371.0
2023-02-14,Mouse,Houston,17,1719.24,29227.08,Credit Card,3323.25,25903.83
2023-03-24,Tablet,New York,11,198.1,2179.1,Online Payment,425.46,1753.64
2023-09-26,Smartphone,Los Angeles,5,726.23,3631.15,Online Payment,312.06,3319.09
2023-02-16,Monitor,Los Angeles,6,1111.86,6671.16,Credit Card,3.01,6668.15
2023-09-23,Smartphone,New York,17,1947.48,33107.16,Cash,2736.25,30370.91
2023-05-21,Headphones,Chicago,18,40.82,734.76,Debit Card,53.45,681.31
2023-04-23,Monitor,Phoenix,12,1512.12,18145.44,Debit Card,2982.62,15162.82
2023-12-25,Keyboard,Chicago,7,1557.75,10904.25,Bank Transfer,1230.59,9673.66
2023-11-28,Keyboard,New York,17,194.7,3309.9,Debit Card,428.35,2881.55
2023-06-10,Smartphone,New York,6,1514.72,9088.32,Bank Transfer,1961.02,7127.3
2023-03-06,Monitor,Phoenix,7,1019.43,7136.01,Bank Transfer,1145.47,5990.54
2023-05-08,Mouse,Chicago,14,896.04,12544.56,Online Payment,239.53,12305.03
2023-07-15,Keyboard,New York,4,1241.32,4965.28,Online Payment,674.79,4290.49
2023-06-06,Monitor,New York,16,1553.34,24853.44,Credit Card,5994.49,18858.95
2023-06-21,Laptop,New York,10,1343.71,13437.1,Bank Transfer,2393.32,11043.78
2023-06-20,Headphones,Los Angeles,11,971.48,10686.28,Cash,647.43,10038.85
2023-06-18,Smartphone,Chicago,14,450.59,6308.26,Bank Transfer,216.24,6092.02
2023-05-31,Smartphone,New York,9,1855.95,16703.55,Debit Card,908.25,15795.3
2023-08-23,Laptop,Phoenix,2,612.04,1224.08,Online Payment,194.14,1029.94
2023-07-31,Smartphone,Los Angeles,6,1683.57,10101.42,Bank Transfer,12.77,10088.65
2023-08-22,Smartphone,New York,12,1808.72,21704.64,Credit Card,2298.39,19406.25
2023-09-16,Monitor,Chicago,2,1510.18,3020.36,Bank Transfer,149.19,2871.17
2023-08-12,Monitor,Los Angeles,7,1562.03,10934.21,Credit Card,2518.26,8415.95
2023-02-19,Headphones,Houston,11,930.63,10236.93,Online Payment,1320.06,8916.87
2023-10-01,Mouse,Chicago,4,1277.07,5108.28,Cash,191.82,4916.46
2023-01-13,Headphones,Houston,11,1827.08,20097.88,Credit Card,783.62,19314.26
2023-04-13,Tablet,Phoenix,10,1835.29,18352.9,Bank Transfer,1451.61,16901.29
2023-05-04,Mouse,New York,11,1223.68,13460.48,Debit Card,1912.37,11548.11
2023-10-06,Keyboard,New York,13,1108.73,14413.49,Credit Card,229.96,14183.53
2023-06-17,Laptop,Houston,9,739.71,6657.39,Cash,1961.33,4696.06
2023-01-30,Tablet,Los Angeles,1,800.98,800.98,Credit Card,85.51,715.47
2023-11-05,Laptop,Phoenix,15,1966.39,29495.85,Bank Transfer,8114.0,21381.85
2023-07-30,Smartphone,Los Angeles,6,177.13,1062.78,Debit Card,79.96,982.82
2023-08-16,Tablet,New York,15,1911.0,28665.0,Online Payment,928.26,27736.74
2023-02-03,Mouse,New York,10,1591.42,15914.2,Cash,372.57,15541.63
2023-09-07,Keyboard,Houston,1,1791.77,1791.77,Cash,526.7,1265.07
2023-12-29,Mouse,Phoenix,10,1334.99,13349.9,Bank Transfer,3878.67,9471.23
2023-06-10,Mouse,New York,12,155.89,1870.68,Bank Transfer,334.18,1536.5
2023-10-10,Headphones,Los Angeles,9,792.41,7131.69,Debit Card,920.39,6211.3
2023-12-01,Keyboard,Chicago,12,571.7,6860.4,Cash,579.8,6280.6
2023-03-28,Tablet,Phoenix,1,1944.59,1944.59,Cash,244.83,1699.76
2023-07-18,Smartphone,Houston,16,1609.76,25756.16,Credit Card,4334.23,21421.93
2023-10-29,Keyboard,Chicago,5,302.38,1511.9,Credit Card,386.2,1125.7
2023-12-30,Smartphone,Phoenix,3,1649.3,4947.9,Cash,27.01,4920.89
2023-03-23,Smartphone,Chicago,10,1728.08,17280.8,Credit Card,4381.92,12898.88
2023-02-06,Smartphone,Houston,2,1755.31,3510.62,Cash,67.95,3442.67
2023-08-23,Keyboard,Chicago,7,1412.96,9890.72,Credit Card,289.78,9600.94
2023-03-09,Headphones,Los Angeles,19,1633.4,31034.6,Cash,894.34,30140.26
2023-03-07,Keyboard,Houston,16,203.6,3257.6,Debit Card,174.84,3082.76
2023-04-02,Monitor,New York,7,1036.87,7258.09,Credit Card,1492.15,5765.94
2023-12-01,Headphones,Chicago,2,613.17,1226.34,Cash,319.1,907.24
2023-01-28,Mouse,Los Angeles,10,853.08,8530.8,Bank Transfer,2106.28,6424.52
2023-10-02,Smartphone,Phoenix,2,1807.96,3615.92,Cash,600.29,3015.63
2023-07-17,Smartphone,Houston,20,1189.43,23788.6,Cash,4344.13,19444.47
2023-05-06,Mouse,Phoenix,7,312.59,2188.13,Online Payment,426.47,1761.66
2023-08-07,Smartphone,Phoenix,19,1119.65,21273.35,Debit Card,4663.84,16609.51
